USAF,WBAN,STATION NAME,LAT,LON
071910,99999,BOGUS FRENCH,,
071950,99999,STRASBOURG-NEUHOF,48.55,7.783
071970,99999,MEYENHEIM,47.917,7.4
072000,99999,PENMARCH,47.8,-4.367
072010,99999,PLUGUFFAN,47.975,-4.168
072030,99999,BEG MELEN,47.65,-3.5
072050,99999,LANN BIHOUE,47.761,-3.44
072070,99999,BELLE ILE-LE TALUT,47.3,-3.218
072080,99999,QUIBEKON / ST JULIEN,47.5,-3.117
072100,99999,VANNES/SENE,47.6,-2.717
072160,99999,CHEMOULIN,47.233,-2.3
072170,99999,MONTOIR,47.312,-2.149
072220,99999,NANTES ATLANTIQUE,47.153,-1.611
072230,99999,TREILLIERES-RADAR,47.333,-1.65
072300,99999,BEAUCOUZE,47.483,-0.6
072350,99999,ARNAGE,47.949,0.202
072400,99999,VAL DE LOIRE,47.432,0.728
072450,99999,LE BREUIL,47.678,1.209
072470,99999,ROMORANTIN/PRUNIERS,47.317,1.683
072490,99999,BRICY,47.988,1.761
072550,99999,BOURGES,47.058,2.37
072553,99999,TAVAUX,47.039,5.427
072554,99999,AVORD,47.053,2.633
072570,99999,AVORD,47.05,2.65
072600,99999,FOURCHAMBAULT,47.003,3.113
072650,99999,AUXERRE,47.8,3.55
072660,99999,BRANCHES,47.85,3.497
072700,99999,CHATEAU-CHINON,47.067,3.933
072760,99999,CHATILLON-SUR-SEINE,47.85,4.55
072795,99999,DIJON/VAL SUZON,0,0
072800,99999,LONGVIC,47.269,5.09
072830,99999,LANGRES,47.85,5.333
072835,99999,DOLE/TAVAUX,47.05,5.433
072880,99999,BESANCON/THISE(AUT),47.25,5.983
072920,99999,SAINT SAUVEUR,47.783,6.364
072950,99999,BELFORT/FONTAINE,47.633,6.867
072955,99999,LURE/MALBOUHANS AFB,47.7,6.55
072960,99999,DORANS,47.592,6.833
072990,99999,BALE MULHOUSE,47.59,7.53
073000,99999,SAINT-SAUVEUR,46.7,-2.333
073013,99999,NIORT/SOUCHE,46.317,-0.4
073060,99999,LES AJONCS,46.702,-1.379
073110,99999,POINTE DES BALEINES,46.25,-1.567
073140,99999,CHASSIRON,46.05,-1.417
073150,99999,LA ROCHELLE,46.15,-1.15
073151,99999,LA ROCHELLE/LALEU,46.183,-1.183
073160,99999,ILE DE RE,46.179,-1.195
073170,99999,BISCAROSSE / PARENTIS,44.433,-1.25
073175,99999,BRAY,49.972,2.698
073300,99999,SOUCHE,46.311,-0.402
073350,99999,BIARD,46.588,0.307
073540,34048,CHATEAURROUX DEOLS,46.867,1.717
073540,99999,DEOLS,46.862,1.731
073600,99999,GUERET,46.167,1.867
073610,99999,GUERET ST LAURENT,46.183,1.95
073625,99999,MONTLUCON GUERET,46.225,2.363
073740,99999,CHARMEIL,46.17,3.404
073790,99999,SAINT YAN,46.413,4.013
073820,99999,MONT SAINT VINCENT,46.65,4.433
073850,99999,CHARNAY,46.295,4.796
073860,99999,DOLE-TAVAUX,47.033,5.417
073865,99999,CHAMPFORGEUIL,46.826,4.818
073900,99999,LONS-LE-SAUNIER,46.683,5.517
073901,99999,MARCE,47.56,-0.312
073930,99999,DOUBS,5.083,6.35
073940,99999,MORBIER,46.567,6.033
073960,99999,PONTARLIER,46.9,6.333
074000,99999,LA COUBRE,45.7,-1.233
074120,99999,CHATEAUBERNARD,45.658,-0.318
074200,99999,CHAMPNIERS,45.717,0.217
074280,99999,BASSILLAC,45.198,0.816
074300,99999,LA COURTINE,45.7,2.25
074340,99999,BELLEGARDE,45.863,1.179
074350,99999,,,
074380,99999,LA ROCHE,45.151,1.469
074385,99999,BRIVE/LA ROCHE,45.15,1.467
074420,99999,PUY DE DOME,45.767,2.967
074600,99999,AUVERGNE,45.787,3.169
074690,99999,CHAMONIX,45.93,6.88
074700,99999,LE PUY CITY,45.05,3.9
074701,99999,LE PUY,45.05,3.9
074710,99999,LOUDES,45.081,3.763
074750,99999,BOUTHEON,45.541,4.296
074760,99999,CAUMONT,43.907,4.902
074765,99999,CORMEILLES EN VEXIN,49.097,2.041
074770,99999,LES SAUVAGES,45.933,4.383
074800,99999,BRON,45.727,4.944
074810,99999,SAINT EXUPERY,45.726,5.091
074820,99999,AMBERIEU,45.987,5.328
074840,99999,VILLARS DE LANS,45.067,5.517
074850,99999,GRENOBLE,45.167,5.767
074860,99999,SAINT GEOIRS,45.363,5.329
074864,99999,CHALON/CHAMPFORGEUI,45.45,4.933
074870,99999,GRENONBLE LVD,45.22,5.85
074880,99999,,,
074890,99999,SAINT-PANCRASSE,45.3,5.867
074900,99999,MEYTHET,45.929,6.099
074910,99999,AIX LES BAINS,45.638,5.88
074920,99999,CHALLES-LES-EAUX,45.567,5.983
074940,99999,ANNECY / MEYTHET,45.933,6.1
074950,99999,MEGEVE,45.867,6.617
074960,99999,MODANE AVRIEUX,45.217,6.717
074965,99999,DIJON/VAL SUZON,47.383,4.933
074970,99999,BOURG ST-MAURICE,45.617,6.767
074985,99999,BRIVE/LA ROCHE,45.15,1.467
074990,99999,CHAMONIX,45.917,6.867
075000,99999,CAP FERRET,44.633,-1.25
075020,99999,CAZAUX,44.533,-1.125
075030,99999,BISCAROSSE/PARENTIS,44.433,-1.25
075100,99999,MERIGNAC,44.828,-0.716
075170,99999,CAPTIEUX WEATHER,44.183,-0.283
075173,99999,CAPTIEUX MET,44.183,-0.283
075240,99999,LA GARENNE,44.175,0.591
075280,99999,BERGERAC,44.85,0.483
075290,99999,BERGERAC/ROUMANIERE,44.817,0.517
075293,99999,BERGERAC/ROUMANIERE,44.817,0.517
075300,99999,ROUMANIERE,44.825,0.519
075350,99999,GOURDON,44.75,1.4
075400,99999,MONTAUBAN,44.026,1.378
075490,99999,AURILLAC,44.891,2.422
075500,99999,AURILLAC CITY,44.9,2.417
075520,99999,MARCILLAC,44.408,2.483
075540,99999,MENDE,44.533,3.45
075550,99999,CASSAGNES BEGONHES,44.178,2.515
075580,99999,MILLAU,44.117,3.017
075600,99999,MONT AIGOUAL,44.117,3.583
075615,99999,BRENOUX,44.502,3.533
075630,99999,AVIGNON,43.9,4.9
075700,99999,LANAS SYN,44.533,4.367
075770,99999,MONTELIMAR/ANCONE,44.583,4.733
075790,99999,CARITAT,44.14,4.867
075795,99999,CHABEUIL,44.922,4.97
075850,99999,,,
075860,99999,CARPENTRAS,44.083,5.05
075864,99999,CHATEAU-ARNOUX,44.1,6
075870,99999,LUS-LA-CROIX-HAUTE,44.683,5.717
075880,99999,ST-AUBAN-SUR-DURANC,44.067,6
075890,99999,SAINT CHRISTOPHE / OISANS,44.933,6.25
075900,99999,GAP / TALLARD,44.567,6.083
075910,99999,EMBRUN,44.567,6.5
075920,99999,GUILLESTRE,44.667,6.65
075930,99999,BRIANCON,44.917,6.65
076000,99999,SOCOA,43.4,-1.683
076020,99999,ANGLET,43.468,-1.523
076030,99999,DAX SEYRESSE,43.683,-1.067
076070,99999,MONT DE MARSAN,43.912,-0.508
076100,99999,PAU PYRENEES,43.38,-0.419
076103,99999,PAU/IDRON,43.283,-0.317
076210,99999,LOURDES,43.179,-0.006
076220,99999,LAMOTHE,43.688,0.602
076230,99999,AUCH-IN-ARMAGNAC,43.633,0.6
076231,99999,AUCH-IN-ARMAGNAC,43.633,0.6
076233,99999,LAMOTHE/AUCH,43.683,0.6
076270,99999,ANTICHAN,43.008,1.103
076280,99999,MURET-LHERM,43.45,1.25
076293,99999,LHERM,43.449,1.263
076300,99999,BLAGNAC,43.629,1.364
076303,99999,MONTAUBAN,44.017,1.383
076304,99999,SAINT CHRISTOL,44.05,5.5
076310,99999,FRANCAZAL,43.546,1.368
076320,99999,LE SEQUESTRE,43.914,2.113
076323,99999,ALBI/LE SEQUESTRE &,43.917,2.1
076350,99999,SALVAZA,43.216,2.306
076360,99999,BOGUS FRENCH,,
076380,99999,BEZIERS VIAS,43.317,3.35
076400,99999,ALBI/LE SEQUESTRE &,43.917,2.1
076410,99999,SETE,43.4,3.7
076415,99999,VIAS,43.324,3.354
076430,99999,MEDITERRANEE,43.576,3.963
076450,99999,NIMES/COURBESSAC,43.867,4.4
076460,99999,GARONS,43.757,4.416
076470,99999,LE TUBE,43.523,4.924
076480,99999,SALON,43.606,5.109
076490,99999,AIX LES MILLES,43.506,5.368
076500,99999,PROVENCE,43.436,5.214
076505,99999,,,
076510,99999,L'ESPIGUETTE,44.222,4.345
076520,99999,CAP POMEGUES,43.267,5.3
076530,99999,CAP COURONNE,43.333,5.05
076560,99999,BEC DE LAIGLE,43.183,5.583
076570,99999,APT/ST. CHRISTOL AB,44.05,5.483
076580,99999,NIMES MANDUEL,43.8,4.5
076600,99999,TOULON,43.1,5.933
076610,99999,CAP CEPET,43.083,5.933
076630,99999,PIERREFEN/NAVY,43.25,6.133
076660,99999,LEUCATE,42.917,3.067
076670,99999,LE PALYVESTRE,43.097,6.146
076700,99999,PORQUEROLLES,43,6.233
076720,99999,LA MOLE,43.2,6.483
076750,99999,LE CANNET,43.385,6.387
076770,99999,CAPE CAMARAT,43.2,6.683
076780,99999,TOULON/ILE DU LEVAN,43.033,6.467
076800,99999,SAINT-RAPHAEL,43.417,6.75
076810,99999,LE DRAMONT,43.417,6.85
076820,99999,GRASSE-IN-PROVENCE,43.75,6.917
076840,99999,MANDELIEU,43.542,6.953
076870,99999,SAINT-ANTOINE GINE,43.717,7.217
076880,99999,LA GAROUPE,43.567,7.133
076900,99999,COTE D AZUR,43.658,7.216
076950,99999,CAP FERRAT,43.683,7.333
077200,99999,PIC DU MIDI,42.933,0.15
077370,99999,FORMIGUERES,42.61,2.1
077380,99999,LES ESCALDES,42.483,1.983
077385,99999,LA MONTAGNE-NOIRE,43.383,1.983
077400,99999,SAINT LEOCADIE,42.45,2
077420,99999,ST MICHEL DE CUXA,43.433,2.417
077430,99999,BOGUS FRENCH,,
077440,99999,BOGUS FRENCH,,
077470,99999,RIVESALTES,42.74,2.871
077490,99999,CAP BEAR,42.517,3.133
077520,99999,LA PARATA,41.917,8.617
077530,99999,ILE ROUSSE,42.633,8.917
077540,99999,SAINT CATHERINE,42.531,8.793
077560,99999,CAPE CAVALLO,42.517,8.683
077610,99999,CAMPO DELL ORO,41.924,8.803
077650,99999,SOLENZARA,41.924,9.406
077680,99999,LA CHIAPPA,41.6,9.367
077700,99999,CAP PERTUSATO,41.367,9.167
077750,99999,ALISTRO,42.267,9.533
077800,99999,SUD CORSE,41.501,9.098
077850,99999,CAP CORSE,43,9.367
077880,99999,CARDO,42.683,9.417
077900,99999,PORETTA,42.553,9.484
077910,99999,CAPE SAGRO,42.8,9.483
077950,99999,BOGUS FRENCH,,
078230,99999,BOGUS FRENCH,,
078260,99999,BOGUS FRENCH,,
078270,99999,BOGUS FRENCH,,
078450,99999,BOGUS FRENCH,,
078760,99999,GRAND BORNAND,45.967,6.467
079030,99999,METZ-NANCY-LORRAINE,48.983,6.25
080001,99999,MADEIRA,32.698,-16.774
080010,99999,LA CORUNA,43.367,-8.417
080020,99999,A CORUNA,43.302,-8.377
080030,99999,MONTEVENTOSO,43.483,-8.317
080050,99999,EL FERROL,43.483,-8.233
080070,99999,CERCEDA,43.167,-8.533
080080,99999,LUGO/ROZAS,43.117,-7.45
080110,99999,ASTURIAS,43.564,-6.035
080140,99999,GIJON-MUSEL,43.567,-5.7
080141,99999,CIUDAD REAL,38.983,-3.917
080142,99999,BARDENAS REALES,42.2,-1.45
080143,99999,VALENCIA,39.583,-0.45
080144,99999,ARMILLA,37.133,-3.636
080150,99999,OVIEDO,43.35,-5.867
080190,99999,AGUION,43.467,-6.3
080210,99999,SANTANDER,43.427,-3.82
080230,99999,SANTANDER,43.483,-3.8
080250,99999,BILBAO,43.301,-2.911
080270,99999,SAN SEBASTIAN/IGUELDO,43.3,-2.033
080290,99999,SAN SEBASTIAN,43.357,-1.791
080420,99999,SANTIAGO,42.896,-8.415
080430,99999,MARIN,42.4,-8.7
080440,99999,PONTEVEDRA,42.433,-8.617
080450,99999,VIGO,42.232,-8.627
080460,99999,VIGO,42.233,-8.75
080480,99999,ORENSE,42.333,-7.867
080530,99999,PONFERRADA,42.567,-6.6
080550,99999,LEON,42.589,-5.656
080710,99999,PALENCIA,42.017,-4.533
080720,99999,PALENCIA-AUTILLA PINO,42,-4.6
080750,99999,BURGOS,42.358,-3.621
080760,99999,BURGOS,42.333,-3.7
080800,99999,VITORIA,42.883,-2.724
080810,99999,BAKIO,43.4,-2.85
080830,99999,LOGRONO,42.467,-2.383
080840,99999,LOGRONO/AGONCILLO,42.45,-2.333
080850,99999,PAMPLONA,42.77,-1.646
080860,99999,PAMPLONA,42.817,-1.667
080870,99999,BARDENAS REALES,42.2,-1.45
080910,99999,JACA,42.567,-3.133
080940,99999,HUESCA-PIRINEOS,42.083,-0.333
080960,99999,CANDANCHU,42.783,-0.533
081120,99999,TALAR,42.2,0.867
081170,99999,LA MOLINA,42.333,1.933
081300,99999,ZAMORA,41.517,-5.733
081400,99999,VALLADOLID,41.706,-4.852
081410,99999,VALLADOLID,41.633,-4.75
081480,99999,SORIA,41.783,-2.483
081570,99999,DAROCA I,41.117,-1.417
081600,99999,ZARAGOZA AB,41.666,-1.042
081605,99999,ZARAGOZA (USAFB),41.667,-1.05
081606,99999,ZARAGOZA (MIL/CIV)&,41.667,-1.033
081610,99999,ZARAGOZA,41.633,-0.9
081620,99999,PERDIGUERA,41.733,-0.55
081710,99999,LERIDA,41.633,0.6
081750,99999,REUS,41.147,1.167
081760,99999,TARRAGONA,41.117,1.25
081763,99999,SABADELL,41.517,2.1
081800,99999,BARCELONA CITY,41.417,2.133
081810,99999,BARCELONA,41.297,2.078
081820,99999,MONTSENY MTN RANGE,41.783,2.433
081830,99999,GERONA-IN-CATALUNA,41.983,2.833
081840,99999,GIRONA,41.901,2.761
081860,99999,SAN LORENZO,41.633,2.017
082010,99999,SALAMANCA,40.95,-5.65
082020,99999,SALAMANCA,40.952,-5.502
082100,99999,AVILA,40.667,-4.683
082130,99999,SEGOVIA,40.95,-4.133
082150,99999,NAVACERRADA PUERTO,40.8,-4.017
082190,99999,MADRI-COLMENAR,40.65,-3.733
082200,99999,MADRID/C. UNIVERSITARIA,40.45,-3.717
082204,99999,MADRI-COLMENAR,40.65,-3.733
082210,99999,BARAJAS,40.494,-3.567
082211,99999,MADRID WEATHER CENTER,40.483,-3.583
082220,99999,MADRID RETIRO,40.417,-3.683
082230,99999,CUATRO VIENTOS,40.371,-3.785
082240,99999,GETAFE,40.294,-3.724
082260,99999,GUADALAJARA,40.667,-3.167
082270,99999,TORREJON,40.497,-3.446
082310,99999,CUENCA,40.067,-2.133
082320,99999,MOLINA DE ARAGON,40.85,-1.883
082330,99999,CALAMOCHA,40.933,-1.3
082350,99999,TERUEL,40.35,-1.117
082380,99999,TORTOSA,40.817,0.5
082610,99999,CACERES,39.467,-6.333
082620,99999,SIERRA DE FUENTES,39.433,-6.283
082720,99999,TOLEDO,39.883,-4.05
082800,99999,ALBACETE,38.949,-1.864
082820,99999,INIESTA,39.433,-1.75
082840,99999,VALENCIA,39.489,-0.482
082850,99999,VALENCIA VIVEROS,39.483,-0.383
082860,99999,CASTELLON-ALMAZORA,39.95,-0.067
082900,99999,ALCIRA/ALZIRA,39.15,-0.433
083010,99999,PALMA DE MALLORCA CMT,39.55,2.633
083030,99999,ALFABIA MTN RANGE,39.733,2.717
083060,99999,PALMA DE MALLORCA,39.55,2.733
083070,99999,POLLENSA,39.9,3.1
083140,99999,MENORCA,39.863,4.219
083300,99999,TALAVERA LA REAL,38.891,-6.821
083350,99999,HINOJOSA DEL DUQUE,38.517,-5.117
083480,99999,CIUDAD REAL,38.983,-3.917
083550,99999,BOGUS SPANISH,,
083590,99999,ALICANTE,38.367,-0.5
083600,99999,ALICANTE,38.282,-0.558
083610,99999,AITANA (PEAK),38.65,-0.267
083620,99999,BENIDORM,38.533,-0.15
083650,99999,DENIA,38.833,0.117
083730,99999,IBIZA,38.873,1.373
083830,99999,HUELVA,37.283,-6.917
083840,99999,EL ARENOSILLO,37.1,-6.733
083900,99999,SEVILLA/TABLADA,37.367,-6
083905,99999,SEVILLA HELIPORT,37.317,-6
083910,99999,SEVILLA,37.418,-5.893
083970,99999,MORON AB,37.175,-5.616
084100,99999,CORDOBA,37.842,-4.849
084170,99999,JAEN,37.783,-3.817
084190,99999,GRANADA,37.189,-3.777
084200,99999,GRANADA / ARMILLA,37.133,-3.617
084290,99999,ALCANTARILLA,37.951,-1.23
084300,99999,MURCIA,38,-1.167
084310,99999,CASTILLO GALERAS,37.583,-1
084330,99999,MURCIA SAN JAVIER,37.775,-0.812
084490,13025,ROTA NAVAL AIR STATION,36.65,-6.35
084510,99999,JEREZ,36.745,-6.06
084515,99999,LLEIDA-ALGUAIRE AIRPORT,41.728,0.536
084520,99999,CADIZ OBS,36.5,-6.25
084530,99999,SAN FERNANDO,36.467,-6.2
084580,99999,TARIFA,36,-5.6
084750,99999,ALHAURIN EL GRANDE,36.617,-4.667
084820,99999,MALAGA,36.675,-4.499
084840,99999,MALAGA,36.717,-4.417
084870,99999,ALMERIA,36.844,-2.37
084880,99999,ALMERIA,36.833,-2.467
084890,99999,NIJAR,36.833,-2.083
084900,99999,ALBORAN ISLAND,35.933,-3.033
084950,99999,GIBRALTAR,36.151,-5.35
085010,99999,FLORES,39.455,-31.131
085020,99999,CORVO ISLAND AZORES,39.67,-31.12
085030,99999,CORVO ISLAND,39.667,-31.117
085050,99999,HORTA,38.52,-28.716
085060,99999,HORTA (ACORES),38.517,-28.633
085070,99999,GRACIOSA AERODROME,39.1,-28.033
085080,99999,LAJES/SANTA RITA (ACORES),38.767,-27.067
085090,99999,LAJES,38.762,-27.091
085095,99999,SAO JORGE,38.666,-28.176
085110,99999,ANGRA DO HEROISMO (ACORES),38.667,-27.217
085120,99999,PONTA DELGADA,37.741,-25.698
085125,99999,PICO,38.554,-28.441
085130,99999,PONTA DELGADA/OBS. (ACORES),37.75,-25.667
085150,99999,SANTA MARIA,36.971,-25.171
085155,99999,GRACIOSA,39.092,-28.03
085210,99999,FUNCHAL/S.CATARINA,32.683,-16.767
085220,99999,FUNCHAL,32.633,-16.9
085240,99999,PORTO SANTO,33.073,-16.35
085300,99999,CABO CARVOEIRO,39.35,-9.4
085305,99999,ALVERCA (POR-AFB),38.883,-9.033
085310,99999,CABO CARVOEIRO,39.35,-9.4
085320,99999,SINTRA,38.831,-9.34
085330,99999,SAGRES,37,-8.95
085340,99999,MONTIJO,38.704,-9.036
085350,99999,LISBOA/GEOF,38.717,-9.15
085360,99999,LISBOA,38.781,-9.136
085370,99999,ALVERCA,38.883,-9.03
085380,99999,SAGRES,37,-8.95
085390,99999,OTA,39.117,-8.983
085400,99999,MONTE REAL,39.831,-8.887
085410,99999,SINES/MONTES CHAOS,37.95,-8.867
085420,99999,SINES,37.95,-8.883
085430,99999,VIANA DO CASTELO,41.7,-8.8
085440,99999,OVAR/MACEDA,40.917,-8.633
085450,99999,PORTO,41.248,-8.681
085460,99999,PORTO/SERRA DO PILAR,41.133,-8.6
085470,99999,AVEIRO(PAFB),40.65,-8.733
085480,99999,COIMBRA/CERNACHE,40.15,-8.467
085490,99999,COIMBRA,40.2,-8.417
085500,99999,CORUCHE  CRUZ DO LE?O,39.067,-8.4
085510,99999,VIANA DO CASTELO-CHAPE,41.633,-8.8
085520,99999,TANCOS,39.475,-8.365
085540,99999,FARO,37.014,-7.966
085550,99999,FARO/CIDADE,37.017,-7.917
085570,99999,EVORA,38.567,-7.9
085580,99999,EVORA/C. COORD,38.533,-7.9
085581,99999,OVAR,40.916,-8.646
085600,99999,VISEU,40.717,-7.883
085610,99999,BEJA/B. AEREA,38.067,-7.917
085620,99999,BEJA,38.079,-7.932
085660,99999,VILA REAL,41.317,-7.733
085670,99999,VILA REAL,41.274,-7.72
085680,99999,PENHAS DOURADAS,40.417,-7.55
085700,99999,CASTELO BRANCO,39.833,-7.483
085710,99999,PORTALEGRE,39.283,-7.417
085750,99999,BRAGANCA,41.86,-6.706
085790,99999,LISBOA/GAGO COUTINHO,38.767,-9.133
085830,99999,MINDELO,16.833,-25.05
085890,99999,PRAIA,14.933,-23.483
085940,99999,AMILCAR CABRAL INTL,16.741,-22.949
085944,99999,BOA VISTA RABIL,16.137,-22.889
085945,99999,SAO PEDRO,16.834,-25.057
085950,99999,FRANCISCO MENDES,14.924,-23.494
089110,99999,ARAGUES DEL PUERTO- LIZARRA,42.767,-0.633
089120,99999,ISABA EL FERIAL,42.95,-0.8
089130,99999,ANSO REFUGIO DE LINZA,42.9,-0.8
089140,99999,CANDANCHU  'ETUKSA',42.783,-0.533
089160,99999,ASTUN  'ESQUI 1730',42.817,-0.5
089170,99999,SALLENT DE GALLEGO   'FURCO',42.767,-0.383
089180,99999,SALLENT DE GALLEGO   'FORMIGA,42.767,-0.367
089200,99999,SALLENT DE GALLEGO   'RESPOMU,42.817,-0.3
089220,99999,PANTICOSA  'REFUGIO CASA PIED,42.767,-0.233
089240,99999,PANTICOSA ESQUI,42.7,-0.283
089250,99999,ERISTE REFUGIO ANGEL ORUS,42.633,0.45
089260,99999,FANLO  'REFUGIO DE GORIZ',42.667,0.017
089270,99999,BIELSA REFUGIO DE PINETA,42.667,0.1
089280,99999,BENASQUE  'REFUGIO DE ESTOS',42.683,0.483
089300,99999,CERLER ESQUI COTA 2000,42.567,0.55
089480,99999,VALLTER 2000,42.433,2.267
089580,99999,CAMARENA DE LA SIERRA,40.117,-1.033
089600,99999,VALDELINARES  'ESQUI',40.383,-0.633
090910,99999,ARKONA (CAPE)     &,54.683,13.433
090930,99999,BOGUS GERMAN,,
091610,99999,BOLTENHAGEN       &,54,11.2
091620,99999,SCHWERIN          &,53.633,11.417
091680,99999,BOGUS GERMAN,,
091700,99999,WARNEMUENDE,54.183,12.083
091770,99999,TETEROW           &,53.767,12.617
091800,99999,BARTH,54.333,12.717
091810,99999,PAROW,54.367,13.083
091840,99999,GREIFSWALD        &,54.1,13.383
091850,99999,GRIEFSWALD/WIECK,54.1,13.45
091930,99999,UECKERMUENDE (AUT),53.75,14.067
092490,99999,BOIZENBURG (AUT)  &,53.383,10.717
092610,99999,SEEHAUSEN/ALTMARK,52.9,11.733
092620,99999,WITTENBERGE       &,53.033,11.8
092640,99999,MARNITZ (AUT)     &,53.317,11.933
092670,99999,BOGUS GERMAN,,
092700,99999,NEURUPPIN         &,52.9,12.817
092770,99999,NEUGLOBSOW,53.15,13.033
092790,99999,NEUSTRELITZ       &,53.35,13.083
092800,99999,NEUBRANDENBURG,53.6,13.317
092810,99999,NEUBRANDENBURG/TROL,53.6,13.317
092890,99999,BOGUS GERMAN,,
092910,99999,ANGERMUENDE,53.017,14
093560,99999,BOGUS GERMAN,,
093590,99999,GARDELEGEN (AUT)  &,52.517,11.4
093610,99999,MAGDEBURG         &,52.1,11.583
093650,99999,BOGUS GERMAN,,
093680,99999,BOGUS GERMAN,,
093790,99999,POTSDAM           &,52.383,13.067
093810,99999,,,
093850,99999,BERLIN/SCHONEFELD,52.383,13.517
093890,99999,BOGUS GERMAN,,
093930,99999,LINDENBERG        &,52.217,14.117
093950,99999,NEUHARDENBERG/WRIEZ,52.617,14.233
093960,99999,BOGUS GERMAN,,
093980,99999,FRANKFURT/ODER,52.367,14.533
094490,99999,LEINEFELDE (AUT)  &,51.383,10.317
094530,99999,BROCKEN (PEAK),51.8,10.617
094540,99999,WERNIGERODE (AUT) &,51.85,10.767
094550,99999,BOGUS GERMAN,,
094580,99999,BOGUS GERMAN,,
094600,99999,ARTERN            &,51.367,11.3
094690,99999,LEIPZIG/SCHKEUDITZ&,51.417,12.233
094740,99999,WITTENBERG        &,51.883,12.65
094790,99999,COLLMBERG (DEAD),51.3,13.017
094800,99999,OSCHATZ,51.3,13.117
094880,99999,DRESDEN/KLOTZSCHE,51.133,13.8
094900,99999,DOBERLUG/KIRCHHAIN&,51.65,13.583
094920,99999,COTTBUS,51.767,14.3
094930,99999,PRESCHEN,51.667,14.633
094960,99999,COTTBUS,51.783,14.333
094990,99999,GOERLITZ,51.167,14.95
095460,99999,BOGUS GERMAN,50.633,10.15
095480,99999,MEININGEN         &,50.55,10.367
095490,99999,GROSSER INSELSBERG&,50.85,10.467
095510,99999,BOGUS GERMAN,,
095520,99999,SCHMUECKE (RIDGE),50.65,10.767
095540,99999,ERFURT/BINDERSLEBN&,50.983,10.967
095570,99999,NEUHAUS,50.5,11.15
095580,99999,SONNEBERG/NEUFANG &,50.383,11.183
095640,99999,BOGUS GERMAN,,
095650,99999,BOGUS GERMAN,,
095670,99999,GERA/LEUMNITZ     &,50.883,12.133
095690,99999,PLAUEN (AUT),50.5,12.15
095740,99999,BOGUS GERMAN,,
095750,99999,BOGUS GERMAN,,
095770,99999,KARL-MARX-STADT   &,50.817,12.9
095780,99999,FICHTELBERG MTN   &,50.433,12.95
095790,99999,BOGUS GERMAN,,
095820,99999,ZINNWALD/GEORGENFE&,50.733,13.75
095823,99999,BOGUS EAST GERMAN,,
095910,99999,BOGUS GERMAN,,
095970,99999,BOGUS GERMAN,,
100001,99999,NIEDERRHEIN,51.602,6.142
100010,99999,FORSCHUNGS PLATFORM,54.7,7.167
100020,99999,BORKUMRIFF(LGT-VSL),53.8,6.367
100030,99999,LIGHTSHIP 01 WESER,53.867,7.833
100031,99999,LIGHTSHIP 01 WESER,53.917,7.833
100040,99999,UFS TW/EMS (AUT),54.167,6.35
100050,99999,ELBE 1 (LGT-VSL),54,8.117
100060,99999,NORDSEEBOJE III,54.683,6.75
100065,99999,MARIENLEUCHTE,54.5,11.233
100070,99999,UFS DEUTSCHE BUCHT,54.183,7.433
100080,99999,NORDSEEBOJE I,55,6.333
100100,99999,,,
100130,99999,,,
100150,99999,HELGOLAND/DUNE,54.183,7.9
100155,99999,HELGOLAND,54.2,7.883
100180,99999,WESTERLAND SYLT,54.913,8.34
100190,99999,,,
100195,99999,WESTERLAND/SYLT   &,54.917,8.35
100196,99999,WESTERLAND/SYLT,54.917,8.35
100200,99999,LIST/SYLT,55.017,8.417
100220,99999,LECK,54.8,8.95
100260,99999,HUSUM (GER-AFB),54.517,9.15
100270,99999,,,
100280,99999,ST PETER-ORDING,54.333,8.6
100290,99999,,,
100320,99999,,,
100330,99999,MEIERWIK,54.833,9.5
100340,99999,EGGEBEK,54.625,9.346
100350,99999,SCHLESWIG,54.533,9.55
100370,99999,SCHLESWIG,54.459,9.516
100380,99999,HOHN,54.312,9.538
100420,99999,OLPENITZ (AUT),54.667,10.033
100440,99999,KIEL (LGT-H/AUT),54.5,10.283
100450,99999,KIEL/KRONSHAGEN,54.333,10.1
100460,99999,KIEL/HOLTENAU(GNVY),54.383,10.15
100465,99999,KIEL HOLTENAU,54.38,10.145
100480,99999,FRIEDRICHSORT,54.383,10.183
100500,99999,,,
100550,99999,FEHMAR,54.533,11.067
100630,99999,PUTTGARDEN (AUT),54.5,11.217
100670,99999,MARIENLEUCHTE,54.5,11.233
100910,99999,ARKONA (CAPE),54.683,13.433
100930,99999,PUTBUS,54.367,13.483
100970,99999,GREIFSWALDER OIE,54.25,13.917
100974,99999,GREIFSWALDER OIE,54.25,13.917
101130,99999,NORDERNEY ISLAND,53.717,7.15
101200,99999,HELGOLAND ISLAND,54.183,7.883
101220,99999,JEVER,53.534,7.889
101225,99999,WITTMUND,53.583,7.817
101230,99999,WANGEROGGE ISLAND,53.8,7.9
101240,99999,ALTE WESER (LGT-H),53.867,8.132
101250,99999,WILHELMSHAVEN-MARIE,53.5,8.05
101260,99999,WITTMUNDHAFEN,53.548,7.667
101270,99999,WILHELMSHAVEN,53.533,8.167
101280,99999,SENGWARDEN,53.583,8.033
101281,99999,SENGWARDEN,53.583,8.033
101286,99999,WILHEIMSHAVEN,53.517,8.133
